Date,Primary,Industry,Employment,name
2014 Q4,C.MANU,16Printing (including the Reproduction of Recorded Media),42.1,Manufacturing
2014 Q4,C.MANU,17Petroleum and Coal Product Manufacturing,10,Manufacturing
2014 Q4,C.MANU,18 Basic Chemical and Chemical Product Manufacturing,52.2,Manufacturing
2014 Q4,C.MANU,19Polymer Product and Rubber Product Manufacturing,28.5,Manufacturing
2014 Q4,C.MANU,20Non-Metallic Mineral Product Manufacturing,26.5,Manufacturing
2014 Q4,C.MANU,21Primary Metal and Metal Product Manufacturing,68.1,Manufacturing
2014 Q4,C.MANU,22Fabricated Metal Product Manufacturing,55.3,Manufacturing
2014 Q4,C.MANU,23Transport Equipment Manufacturing,79.3,Manufacturing
2014 Q4,C.MANU,24Machinery and Equipment Manufacturing,119.8,Manufacturing
2014 Q4,C.MANU,25Furniture and Other Manufacturing,61.3,Manufacturing
2014 Q4,D.EGWWS,26Electricity Supply,66.3,"Electricity,Gas"
2014 Q4,D.EGWWS,27Gas Supply,13.1,"Electricity,Gas"
2014 Q4,D.EGWWS,"28Water Supply, Sewerage and Drainage Services",28.4,"Electricity,Gas"
2014 Q4,D.EGWWS,"29Waste Collection, Treatment and Disposal Services",30.5,"Electricity,Gas"
2014 Q4,E.Const,30 Building Construction,261.8,Construction
2014 Q4,E.Const,31 Heavy and Civil Engineering Construction,79.4,Construction
2014 Q4,E.Const,32 Construction Services,672.9,Construction
2014 Q4,F.Wholesale,"
33 Basic Material Wholesaling",91.2,Wholesale
2014 Q4,F.Wholesale,34 Machinery and Equipment Wholesaling,103.7,Wholesale
2014 Q4,F.Wholesale,35 Motor Vehicle and Motor Vehicle Parts Wholesaling,28,Wholesale
2014 Q4,F.Wholesale,"36 Grocery, Liquor and Tobacco Product Wholesaling",53.1,Wholesale
2014 Q4,F.Wholesale,37 Other Goods Wholesaling,77.4,Wholesale
2014 Q4,F.Wholesale,38 Commission-Based Wholesaling,5.9,Wholesale
2014 Q4,G.MVMVPR,39Motor Vehicle and Motor Vehicle Parts Retailing,9.3,Retail Trade
2014 Q4,G.MVMVPR,40 Fuel Retailing,29.6,Retail Trade
2014 Q4,G.MVMVPR,41 Food Retailing,390.9,Retail Trade
2014 Q4,G.MVMVPR,42 Other Store-Based Retailing,659.8,Retail Trade
2014 Q4,G.MVMVPR,43 Non-Store Retailing and Retail Commission Based Buying and/or Selling,20.5,Retail Trade
2014 Q4,H.AFS,44 Accommodation,116.4,Accommodation&Food
2014 Q4,H.AFS,45 Food and Beverage Services,705.1,Accommodation&Food
2014 Q4,I.TPW,46 Road Transport,266.4,Transport
2014 Q4,I.TPW,47 Rail Transport,33.6,Transport
2014 Q4,I.TPW,48 Water Transport,8.2,Transport
2014 Q4,I.TPW,49 Air and Space Transport,56.5,Transport
2014 Q4,I.TPW,50 Other Transport,6.8,Transport
2014 Q4,I.TPW,51 Postal and Courier Pick-up and Delivery Services,95.7,Transport
2014 Q4,I.TPW,52 Transport Support Services,77,Transport
2014 Q4,I.TPW,53 Warehousing and Storage Services,53.2,Transport
2014 Q4,J.IMT,54 Publishing (except Internet and Music Publishing),40.4,Media&telecom
2014 Q4,J.IMT,55 Motion Picture and Sound Recording Activities,23.8,Media&telecom
2014 Q4,J.IMT,56 Broadcasting (except Internet),26.6,Media&telecom
2014 Q4,J.IMT,57 Internet Publishing and Broadcasting,1.8,Media&telecom
2014 Q4,J.IMT,58 Telecommunications Services,94.1,Media&telecom
2014 Q4,J.IMT,"59 Internet Service Providers, Web Search Portals and Data Processing Services",7,Media&telecom
2014 Q4,J.IMT,60 Library and Other Information Services,15,Media&telecom
2014 Q4,K.FIS,62 Finance,197.2,Financial
2014 Q4,K.FIS,63 Insurance and Superannuation Funds,92.6,Financial
2014 Q4,K.FIS,64 Auxiliary Finance and Insurance Services,120.1,Financial
2014 Q4,L.RHRES,66 Rental and Hiring Services (except Real Estate),47.4,Retal&Realestate
2014 Q4,L.RHRES,67 Property Operators and Real Estate Services,171.1,Retal&Realestate
2014 Q4,M.PSTS,"69 Professional, Scientific and Technical Services (Except Computer System)
Design and Related Services)",754.7,Professional&Scientific
2014 Q4,M.PSTS,70 Computer System Design and Related Services,182.8,Professional&Scientific
2014 Q4,N.ASS,72 Administrative Services,178.5,Administrative
2014 Q4,N.ASS,"73 Building Cleaning, Pest Control and Other Support Services",201.6,Administrative
2014 Q4,O.PAS,75 Public Administration,521.2,Public
2014 Q4,O.PAS,76 Defence,25.2,Public
2014 Q4,O.PAS,"77 Public Order, Safety and Regulatory Services",185.4,Public
2014 Q4,P.EDUTRA,80 Preschool and School Education,500.8,Education
2014 Q4,P.EDUTRA,81 Tertiary Education,227.8,Education
2014 Q4,P.EDUTRA,"82 Adult, Community and Other Education",163.5,Education
2014 Q4,Q.HCSA,84 Hospitals,372.6,Healthcare
2014 Q4,Q.HCSA,85 Medical and Other Health Care Services,438.2,Healthcare
2014 Q4,Q.HCSA,86 Residential Care Services,219.1,Healthcare
2014 Q4,Q.HCSA,87 Social Assistance Services,353.5,Healthcare
2014 Q4,R.ARS,89 Heritage Activities,233.4,Arts
2014 Q4,R.ARS,90 Creative and Performing Arts Activities,43.3,Arts
2014 Q4,R.ARS,91 Sports and Recreation Activities,122.8,Arts
2014 Q4,R.ARS,92 Gambling Activities,30.6,Arts
2014 Q4,S.Other,94 Repair and Maintenance,215.6,Other
2014 Q4,S.Other,95 Personal and Other Services,244.2,Other
2014 Q4,S.Other,96 Private Households Employing Staff and Undifferentiated Goods- and Service- Producing Activities of Households for Own Use,2.6,Other
2015 Q1,A.AFF,01 Agriculture,279.5,Agriculture
2015 Q1,A.AFF,02 Aquaculture,5.9,Agriculture
2015 Q1,A.AFF,03 Forestry and Logging,5.2,Agriculture
2015 Q1,A.AFF,"04 Fishing, Hunting and Trapping",9.7,Agriculture
2015 Q1,A.AFF,"05 Agriculture, Forestry and Fishing Support Services",21.8,Agriculture
2015 Q1,B.MINING,06 Coal Mining,42.2,Mining
2015 Q1,B.MINING,07 Oil and Gas Extraction,22.8,Mining
2015 Q1,B.MINING,08 Metal Ore Mining,67.7,Mining
2015 Q1,B.MINING,09 Non-Metallic Mineral Mining and Quarrying,9,Mining
2015 Q1,B.MINING,10 Exploration and Other Mining Support Services,43.9,Mining
2015 Q1,C.MANU,11Food Product Manufacturing,198.2,Manufacturing
2015 Q1,C.MANU,12Beverage and Tobacco Product Manufacturing,32.7,Manufacturing
2015 Q1,C.MANU,"13Textile, Leather, Clothing and Footwear Manufacturing",32.5,Manufacturing
2015 Q1,C.MANU,14Wood Product Manufacturing,37.8,Manufacturing
2015 Q1,C.MANU,"15Pulp, Paper and Converted Paper Product Manufacturing",12.1,Manufacturing
2015 Q1,C.MANU,16Printing (including the Reproduction of Recorded Media),49.3,Manufacturing
2015 Q1,C.MANU,17Petroleum and Coal Product Manufacturing,12,Manufacturing
2015 Q1,C.MANU,18 Basic Chemical and Chemical Product Manufacturing,52,Manufacturing
2015 Q1,C.MANU,19Polymer Product and Rubber Product Manufacturing,29.5,Manufacturing
2015 Q1,C.MANU,20Non-Metallic Mineral Product Manufacturing,33.9,Manufacturing
2015 Q1,C.MANU,21Primary Metal and Metal Product Manufacturing,68.7,Manufacturing
2015 Q1,C.MANU,22Fabricated Metal Product Manufacturing,57.1,Manufacturing
2015 Q1,C.MANU,23Transport Equipment Manufacturing,80.2,Manufacturing
2015 Q1,C.MANU,24Machinery and Equipment Manufacturing,111.5,Manufacturing
2015 Q1,C.MANU,25Furniture and Other Manufacturing,51.8,Manufacturing
2015 Q1,D.EGWWS,26Electricity Supply,66.6,"Electricity,Gas"
2015 Q1,D.EGWWS,27Gas Supply,16.9,"Electricity,Gas"
2015 Q1,D.EGWWS,"28Water Supply, Sewerage and Drainage Services",26.3,"Electricity,Gas"
2015 Q1,D.EGWWS,"29Waste Collection, Treatment and Disposal Services",34.1,"Electricity,Gas"
2015 Q1,E.Const,30 Building Construction,257.3,Construction
2015 Q1,E.Const,31 Heavy and Civil Engineering Construction,74.3,Construction
2015 Q1,E.Const,32 Construction Services,655.9,Construction
2015 Q1,F.Wholesale,"
33 Basic Material Wholesaling",80.5,Wholesale
2015 Q1,F.Wholesale,34 Machinery and Equipment Wholesaling,105.5,Wholesale
2015 Q1,F.Wholesale,35 Motor Vehicle and Motor Vehicle Parts Wholesaling,30.3,Wholesale
2015 Q1,F.Wholesale,"36 Grocery, Liquor and Tobacco Product Wholesaling",52.1,Wholesale
2015 Q1,F.Wholesale,37 Other Goods Wholesaling,78.9,Wholesale
2015 Q1,F.Wholesale,38 Commission-Based Wholesaling,5.5,Wholesale
2015 Q1,G.MVMVPR,39Motor Vehicle and Motor Vehicle Parts Retailing,9,Retail Trade
2015 Q1,G.MVMVPR,40 Fuel Retailing,39.2,Retail Trade
2015 Q1,G.MVMVPR,41 Food Retailing,383.2,Retail Trade
2015 Q1,G.MVMVPR,42 Other Store-Based Retailing,638.3,Retail Trade
2015 Q1,G.MVMVPR,43 Non-Store Retailing and Retail Commission Based Buying and/or Selling,19,Retail Trade
2015 Q1,H.AFS,44 Accommodation,114.9,Accommodation&Food
2015 Q1,H.AFS,45 Food and Beverage Services,727.4,Accommodation&Food
2015 Q1,I.TPW,46 Road Transport,263.9,Transport
2015 Q1,I.TPW,47 Rail Transport,36.3,Transport
2015 Q1,I.TPW,48 Water Transport,9.1,Transport
2015 Q1,I.TPW,49 Air and Space Transport,51.4,Transport
2015 Q1,I.TPW,50 Other Transport,7.1,Transport
2015 Q1,I.TPW,51 Postal and Courier Pick-up and Delivery Services,94.1,Transport
2015 Q1,I.TPW,52 Transport Support Services,72,Transport
2015 Q1,I.TPW,53 Warehousing and Storage Services,54.1,Transport
2015 Q1,J.IMT,54 Publishing (except Internet and Music Publishing),37.6,Media&telecom
2015 Q1,J.IMT,55 Motion Picture and Sound Recording Activities,31.5,Media&telecom
2015 Q1,J.IMT,56 Broadcasting (except Internet),31.3,Media&telecom
2015 Q1,J.IMT,57 Internet Publishing and Broadcasting,1.8,Media&telecom
2015 Q1,J.IMT,58 Telecommunications Services,88.2,Media&telecom
2015 Q1,J.IMT,"59 Internet Service Providers, Web Search Portals and Data Processing Services",11,Media&telecom
2015 Q1,J.IMT,60 Library and Other Information Services,13.2,Media&telecom
2015 Q1,K.FIS,62 Finance,215.6,Financial
2015 Q1,K.FIS,63 Insurance and Superannuation Funds,78.8,Financial
2015 Q1,K.FIS,64 Auxiliary Finance and Insurance Services,113.6,Financial
2015 Q1,L.RHRES,66 Rental and Hiring Services (except Real Estate),44.3,Retal&Realestate
2015 Q1,L.RHRES,67 Property Operators and Real Estate Services,158.9,Retal&Realestate
2015 Q1,M.PSTS,"69 Professional, Scientific and Technical Services (Except Computer System)
Design and Related Services)",798.7,Professional&Scientific
2015 Q1,M.PSTS,70 Computer System Design and Related Services,186.8,Professional&Scientific
2015 Q1,N.ASS,72 Administrative Services,208.1,Administrative
2015 Q1,N.ASS,"73 Building Cleaning, Pest Control and Other Support Services",197.6,Administrative
2015 Q1,O.PAS,75 Public Administration,516.7,Public
2015 Q1,O.PAS,76 Defence,24.2,Public
2015 Q1,O.PAS,"77 Public Order, Safety and Regulatory Services",195.7,Public
2015 Q1,P.EDUTRA,80 Preschool and School Education,506,Education
2015 Q1,P.EDUTRA,81 Tertiary Education,234.4,Education
2015 Q1,P.EDUTRA,"82 Adult, Community and Other Education",148.9,Education
2015 Q1,Q.HCSA,84 Hospitals,361.5,Healthcare
2015 Q1,Q.HCSA,85 Medical and Other Health Care Services,488,Healthcare
2015 Q1,Q.HCSA,86 Residential Care Services,208.1,Healthcare
2015 Q1,Q.HCSA,87 Social Assistance Services,397.2,Healthcare
2015 Q1,R.ARS,89 Heritage Activities,240.5,Arts
2015 Q1,R.ARS,90 Creative and Performing Arts Activities,47.3,Arts
2015 Q1,R.ARS,91 Sports and Recreation Activities,127,Arts
2015 Q1,R.ARS,92 Gambling Activities,28.3,Arts
2015 Q1,S.Other,94 Repair and Maintenance,232.5,Other
2015 Q1,S.Other,95 Personal and Other Services,249.7,Other
2015 Q1,S.Other,96 Private Households Employing Staff and Undifferentiated Goods- and Service- Producing Activities of Households for Own Use,4.1,Other
2015 Q2,A.AFF,01 Agriculture,253.9,Agriculture
2015 Q2,A.AFF,02 Aquaculture,5.5,Agriculture
2015 Q2,A.AFF,03 Forestry and Logging,3.8,Agriculture
2015 Q2,A.AFF,"04 Fishing, Hunting and Trapping",7.4,Agriculture
2015 Q2,A.AFF,"05 Agriculture, Forestry and Fishing Support Services",22.7,Agriculture
2015 Q2,B.MINING,06 Coal Mining,38.7,Mining
2015 Q2,B.MINING,07 Oil and Gas Extraction,28.1,Mining
2015 Q2,B.MINING,08 Metal Ore Mining,65.9,Mining
2015 Q2,B.MINING,09 Non-Metallic Mineral Mining and Quarrying,12.5,Mining
2015 Q2,B.MINING,10 Exploration and Other Mining Support Services,52.1,Mining
2015 Q2,C.MANU,11Food Product Manufacturing,209.7,Manufacturing
2015 Q2,C.MANU,12Beverage and Tobacco Product Manufacturing,33,Manufacturing
2015 Q2,C.MANU,"13Textile, Leather, Clothing and Footwear Manufacturing",34.7,Manufacturing
2015 Q2,C.MANU,14Wood Product Manufacturing,47.3,Manufacturing
2015 Q2,C.MANU,"15Pulp, Paper and Converted Paper Product Manufacturing",14.9,Manufacturing
2015 Q2,C.MANU,16Printing (including the Reproduction of Recorded Media),43.2,Manufacturing
2015 Q2,C.MANU,17Petroleum and Coal Product Manufacturing,11.5,Manufacturing
2015 Q2,C.MANU,18 Basic Chemical and Chemical Product Manufacturing,50.9,Manufacturing
2015 Q2,C.MANU,19Polymer Product and Rubber Product Manufacturing,30.8,Manufacturing
2015 Q2,C.MANU,20Non-Metallic Mineral Product Manufacturing,30.8,Manufacturing
2015 Q2,C.MANU,21Primary Metal and Metal Product Manufacturing,75.1,Manufacturing
2015 Q2,C.MANU,22Fabricated Metal Product Manufacturing,45.7,Manufacturing
2015 Q2,C.MANU,23Transport Equipment Manufacturing,78.3,Manufacturing
2015 Q2,C.MANU,24Machinery and Equipment Manufacturing,108.8,Manufacturing
2015 Q2,C.MANU,25Furniture and Other Manufacturing,47.1,Manufacturing
2015 Q2,D.EGWWS,26Electricity Supply,62.8,"Electricity,Gas"
2015 Q2,D.EGWWS,27Gas Supply,14.2,"Electricity,Gas"
2015 Q2,D.EGWWS,"28Water Supply, Sewerage and Drainage Services",27.1,"Electricity,Gas"
2015 Q2,D.EGWWS,"29Waste Collection, Treatment and Disposal Services",34.3,"Electricity,Gas"
2015 Q2,E.Const,30 Building Construction,267.3,Construction
2015 Q2,E.Const,31 Heavy and Civil Engineering Construction,72.4,Construction
2015 Q2,E.Const,32 Construction Services,674,Construction
2015 Q2,F.Wholesale,"
33 Basic Material Wholesaling",87.6,Wholesale
2015 Q2,F.Wholesale,34 Machinery and Equipment Wholesaling,103.9,Wholesale
2015 Q2,F.Wholesale,35 Motor Vehicle and Motor Vehicle Parts Wholesaling,30.8,Wholesale
2015 Q2,F.Wholesale,"36 Grocery, Liquor and Tobacco Product Wholesaling",61.3,Wholesale
2015 Q2,F.Wholesale,37 Other Goods Wholesaling,79,Wholesale
2015 Q2,F.Wholesale,38 Commission-Based Wholesaling,6.3,Wholesale
2015 Q2,G.MVMVPR,39Motor Vehicle and Motor Vehicle Parts Retailing,17.3,Retail Trade
2015 Q2,G.MVMVPR,40 Fuel Retailing,37,Retail Trade
2015 Q2,G.MVMVPR,41 Food Retailing,366.6,Retail Trade
2015 Q2,G.MVMVPR,42 Other Store-Based Retailing,625.2,Retail Trade
2015 Q2,G.MVMVPR,43 Non-Store Retailing and Retail Commission Based Buying and/or Selling,15.1,Retail Trade
2015 Q2,H.AFS,44 Accommodation,117.2,Accommodation&Food
2015 Q2,H.AFS,45 Food and Beverage Services,717.3,Accommodation&Food
2015 Q2,I.TPW,46 Road Transport,249.9,Transport
2015 Q2,I.TPW,47 Rail Transport,36.4,Transport
2015 Q2,I.TPW,48 Water Transport,9.5,Transport
2015 Q2,I.TPW,49 Air and Space Transport,53.8,Transport
2015 Q2,I.TPW,50 Other Transport,7.8,Transport
2015 Q2,I.TPW,51 Postal and Courier Pick-up and Delivery Services,92.3,Transport
2015 Q2,I.TPW,52 Transport Support Services,77.7,Transport
2015 Q2,I.TPW,53 Warehousing and Storage Services,65.2,Transport
2015 Q2,J.IMT,54 Publishing (except Internet and Music Publishing),29.9,Media&telecom
2015 Q2,J.IMT,55 Motion Picture and Sound Recording Activities,31.6,Media&telecom
2015 Q2,J.IMT,56 Broadcasting (except Internet),28,Media&telecom
2015 Q2,J.IMT,57 Internet Publishing and Broadcasting,1.8,Media&telecom
2015 Q2,J.IMT,58 Telecommunications Services,96.7,Media&telecom
2015 Q2,J.IMT,"59 Internet Service Providers, Web Search Portals and Data Processing Services",8.8,Media&telecom
2015 Q2,J.IMT,60 Library and Other Information Services,12.3,Media&telecom
2015 Q2,K.FIS,62 Finance,200.5,Financial
2015 Q2,K.FIS,63 Insurance and Superannuation Funds,84.9,Financial
2015 Q2,K.FIS,64 Auxiliary Finance and Insurance Services,108,Financial
2015 Q2,L.RHRES,66 Rental and Hiring Services (except Real Estate),41.4,Retal&Realestate
2015 Q2,L.RHRES,67 Property Operators and Real Estate Services,170.3,Retal&Realestate
2015 Q2,M.PSTS,"69 Professional, Scientific and Technical Services (Except Computer System)
Design and Related Services)",822.7,Professional&Scientific
2015 Q2,M.PSTS,70 Computer System Design and Related Services,203.9,Professional&Scientific
2015 Q2,N.ASS,72 Administrative Services,213.3,Administrative
2015 Q2,N.ASS,"73 Building Cleaning, Pest Control and Other Support Services",198.7,Administrative
2015 Q2,O.PAS,75 Public Administration,523.9,Public
2015 Q2,O.PAS,76 Defence,25.8,Public
2015 Q2,O.PAS,"77 Public Order, Safety and Regulatory Services",186.7,Public
2015 Q2,P.EDUTRA,80 Preschool and School Education,522.2,Education
2015 Q2,P.EDUTRA,81 Tertiary Education,240,Education
2015 Q2,P.EDUTRA,"82 Adult, Community and Other Education",155.2,Education
2015 Q2,Q.HCSA,84 Hospitals,377.4,Healthcare
2015 Q2,Q.HCSA,85 Medical and Other Health Care Services,492.7,Healthcare
2015 Q2,Q.HCSA,86 Residential Care Services,208.8,Healthcare
2015 Q2,Q.HCSA,87 Social Assistance Services,398.4,Healthcare
2015 Q2,R.ARS,89 Heritage Activities,228.1,Arts
2015 Q2,R.ARS,90 Creative and Performing Arts Activities,41.8,Arts
2015 Q2,R.ARS,91 Sports and Recreation Activities,111.2,Arts
2015 Q2,R.ARS,92 Gambling Activities,32.4,Arts
2015 Q2,S.Other,94 Repair and Maintenance,233.2,Other
2015 Q2,S.Other,95 Personal and Other Services,248.6,Other
2015 Q2,S.Other,96 Private Households Employing Staff and Undifferentiated Goods- and Service- Producing Activities of Households for Own Use,3.6,Other
2015 Q3,A.AFF,01 Agriculture,272,Agriculture
2015 Q3,A.AFF,02 Aquaculture,3.8,Agriculture
2015 Q3,A.AFF,03 Forestry and Logging,5.2,Agriculture
2015 Q3,A.AFF,"04 Fishing, Hunting and Trapping",4.5,Agriculture
2015 Q3,A.AFF,"05 Agriculture, Forestry and Fishing Support Services",18.1,Agriculture
2015 Q3,B.MINING,06 Coal Mining,45,Mining
2015 Q3,B.MINING,07 Oil and Gas Extraction,35.5,Mining
2015 Q3,B.MINING,08 Metal Ore Mining,63.5,Mining
2015 Q3,B.MINING,09 Non-Metallic Mineral Mining and Quarrying,12.7,Mining
2015 Q3,B.MINING,10 Exploration and Other Mining Support Services,60.1,Mining
2015 Q3,C.MANU,11Food Product Manufacturing,181.4,Manufacturing
2015 Q3,C.MANU,12Beverage and Tobacco Product Manufacturing,32.4,Manufacturing
2015 Q3,C.MANU,"13Textile, Leather, Clothing and Footwear Manufacturing",45.3,Manufacturing
2015 Q3,C.MANU,14Wood Product Manufacturing,42.9,Manufacturing
2015 Q3,C.MANU,"15Pulp, Paper and Converted Paper Product Manufacturing",13.3,Manufacturing
2015 Q3,C.MANU,16Printing (including the Reproduction of Recorded Media),28.1,Manufacturing
2015 Q3,C.MANU,17Petroleum and Coal Product Manufacturing,9.2,Manufacturing
2015 Q3,C.MANU,18 Basic Chemical and Chemical Product Manufacturing,49.3,Manufacturing
2015 Q3,C.MANU,19Polymer Product and Rubber Product Manufacturing,32.6,Manufacturing
2015 Q3,C.MANU,20Non-Metallic Mineral Product Manufacturing,32.8,Manufacturing
2015 Q3,C.MANU,21Primary Metal and Metal Product Manufacturing,72.6,Manufacturing
2015 Q3,C.MANU,22Fabricated Metal Product Manufacturing,51.9,Manufacturing
2015 Q3,C.MANU,23Transport Equipment Manufacturing,77.9,Manufacturing
2015 Q3,C.MANU,24Machinery and Equipment Manufacturing,101.9,Manufacturing
2015 Q3,C.MANU,25Furniture and Other Manufacturing,53.6,Manufacturing
2015 Q3,D.EGWWS,26Electricity Supply,62.8,"Electricity,Gas"
2015 Q3,D.EGWWS,27Gas Supply,14.3,"Electricity,Gas"
2015 Q3,D.EGWWS,"28Water Supply, Sewerage and Drainage Services",33.1,"Electricity,Gas"
2015 Q3,D.EGWWS,"29Waste Collection, Treatment and Disposal Services",36.9,"Electricity,Gas"
2015 Q3,E.Const,30 Building Construction,254.3,Construction
2015 Q3,E.Const,31 Heavy and Civil Engineering Construction,74.9,Construction
2015 Q3,E.Const,32 Construction Services,665,Construction
2015 Q3,F.Wholesale,"
33 Basic Material Wholesaling",87.4,Wholesale
2015 Q3,F.Wholesale,34 Machinery and Equipment Wholesaling,98,Wholesale
2015 Q3,F.Wholesale,35 Motor Vehicle and Motor Vehicle Parts Wholesaling,24,Wholesale
2015 Q3,F.Wholesale,"36 Grocery, Liquor and Tobacco Product Wholesaling",68.9,Wholesale
2015 Q3,F.Wholesale,37 Other Goods Wholesaling,72.9,Wholesale
2015 Q3,F.Wholesale,38 Commission-Based Wholesaling,6.5,Wholesale
2015 Q3,G.MVMVPR,39Motor Vehicle and Motor Vehicle Parts Retailing,10.4,Retail Trade
2015 Q3,G.MVMVPR,40 Fuel Retailing,31.8,Retail Trade
2015 Q3,G.MVMVPR,41 Food Retailing,369.8,Retail Trade
2015 Q3,G.MVMVPR,42 Other Store-Based Retailing,670.2,Retail Trade
2015 Q3,G.MVMVPR,43 Non-Store Retailing and Retail Commission Based Buying and/or Selling,16.1,Retail Trade
2015 Q3,H.AFS,44 Accommodation,108.3,Accommodation&Food
2015 Q3,H.AFS,45 Food and Beverage Services,687.5,Accommodation&Food
2015 Q3,I.TPW,46 Road Transport,252.6,Transport
2015 Q3,I.TPW,47 Rail Transport,40.6,Transport
2015 Q3,I.TPW,48 Water Transport,6.4,Transport
2015 Q3,I.TPW,49 Air and Space Transport,59.2,Transport
2015 Q3,I.TPW,50 Other Transport,7.6,Transport
2015 Q3,I.TPW,51 Postal and Courier Pick-up and Delivery Services,89.3,Transport
2015 Q3,I.TPW,52 Transport Support Services,83.5,Transport
2015 Q3,I.TPW,53 Warehousing and Storage Services,53.3,Transport
2015 Q3,J.IMT,54 Publishing (except Internet and Music Publishing),40.7,Media&telecom
2015 Q3,J.IMT,55 Motion Picture and Sound Recording Activities,36.8,Media&telecom
2015 Q3,J.IMT,56 Broadcasting (except Internet),23.3,Media&telecom
2015 Q3,J.IMT,57 Internet Publishing and Broadcasting,1.2,Media&telecom
2015 Q3,J.IMT,58 Telecommunications Services,91,Media&telecom
2015 Q3,J.IMT,"59 Internet Service Providers, Web Search Portals and Data Processing Services",10.7,Media&telecom
2015 Q3,J.IMT,60 Library and Other Information Services,12.1,Media&telecom
2015 Q3,K.FIS,62 Finance,205.7,Financial
2015 Q3,K.FIS,63 Insurance and Superannuation Funds,93.9,Financial
2015 Q3,K.FIS,64 Auxiliary Finance and Insurance Services,114.4,Financial
2015 Q3,L.RHRES,66 Rental and Hiring Services (except Real Estate),35.3,Retal&Realestate
2015 Q3,L.RHRES,67 Property Operators and Real Estate Services,165.7,Retal&Realestate
2015 Q3,M.PSTS,"69 Professional, Scientific and Technical Services (Except Computer System)
Design and Related Services)",764,Professional&Scientific
2015 Q3,M.PSTS,70 Computer System Design and Related Services,202.3,Professional&Scientific
2015 Q3,N.ASS,72 Administrative Services,210.1,Administrative
2015 Q3,N.ASS,"73 Building Cleaning, Pest Control and Other Support Services",203,Administrative
2015 Q3,O.PAS,75 Public Administration,492.6,Public
2015 Q3,O.PAS,76 Defence,28.5,Public
2015 Q3,O.PAS,"77 Public Order, Safety and Regulatory Services",199.5,Public
2015 Q3,P.EDUTRA,80 Preschool and School Education,521.1,Education
2015 Q3,P.EDUTRA,81 Tertiary Education,247.4,Education
2015 Q3,P.EDUTRA,"82 Adult, Community and Other Education",173.2,Education
2015 Q3,Q.HCSA,84 Hospitals,398.5,Healthcare
2015 Q3,Q.HCSA,85 Medical and Other Health Care Services,514.2,Healthcare
2015 Q3,Q.HCSA,86 Residential Care Services,220,Healthcare
2015 Q3,Q.HCSA,87 Social Assistance Services,386.7,Healthcare
2015 Q3,R.ARS,89 Heritage Activities,215.1,Arts
2015 Q3,R.ARS,90 Creative and Performing Arts Activities,38,Arts
2015 Q3,R.ARS,91 Sports and Recreation Activities,111.2,Arts
2015 Q3,R.ARS,92 Gambling Activities,30.9,Arts
2015 Q3,S.Other,94 Repair and Maintenance,236.2,Other
2015 Q3,S.Other,95 Personal and Other Services,233.3,Other
2015 Q3,S.Other,96 Private Households Employing Staff and Undifferentiated Goods- and Service- Producing Activities of Households for Own Use,1.8,Other
2015 Q4,A.AFF,01 Agriculture,279.4,Agriculture
2015 Q4,A.AFF,02 Aquaculture,4.4,Agriculture
2015 Q4,A.AFF,03 Forestry and Logging,4.8,Agriculture
2015 Q4,A.AFF,"04 Fishing, Hunting and Trapping",5.1,Agriculture
2015 Q4,A.AFF,"05 Agriculture, Forestry and Fishing Support Services",22,Agriculture
2015 Q4,B.MINING,06 Coal Mining,42.3,Mining
2015 Q4,B.MINING,07 Oil and Gas Extraction,22.5,Mining
2015 Q4,B.MINING,08 Metal Ore Mining,63.5,Mining
2015 Q4,B.MINING,09 Non-Metallic Mineral Mining and Quarrying,12.4,Mining
2015 Q4,B.MINING,10 Exploration and Other Mining Support Services,49.4,Mining
2015 Q4,C.MANU,11Food Product Manufacturing,201.3,Manufacturing
2015 Q4,C.MANU,12Beverage and Tobacco Product Manufacturing,34.6,Manufacturing
2015 Q4,C.MANU,"13Textile, Leather, Clothing and Footwear Manufacturing",34.2,Manufacturing
2015 Q4,C.MANU,14Wood Product Manufacturing,44.1,Manufacturing
2015 Q4,C.MANU,"15Pulp, Paper and Converted Paper Product Manufacturing",14.6,Manufacturing
2015 Q4,C.MANU,16Printing (including the Reproduction of Recorded Media),34,Manufacturing
2015 Q4,C.MANU,17Petroleum and Coal Product Manufacturing,7,Manufacturing
2015 Q4,C.MANU,18 Basic Chemical and Chemical Product Manufacturing,46.1,Manufacturing
2015 Q4,C.MANU,19Polymer Product and Rubber Product Manufacturing,32.6,Manufacturing
2015 Q4,C.MANU,20Non-Metallic Mineral Product Manufacturing,33.9,Manufacturing
2015 Q4,C.MANU,21Primary Metal and Metal Product Manufacturing,62.4,Manufacturing
2015 Q4,C.MANU,22Fabricated Metal Product Manufacturing,46.5,Manufacturing
2015 Q4,C.MANU,23Transport Equipment Manufacturing,75.2,Manufacturing
2015 Q4,C.MANU,24Machinery and Equipment Manufacturing,106.3,Manufacturing
2015 Q4,C.MANU,25Furniture and Other Manufacturing,52.2,Manufacturing
2015 Q4,D.EGWWS,26Electricity Supply,51.4,"Electricity,Gas"
2015 Q4,D.EGWWS,27Gas Supply,18.3,"Electricity,Gas"
2015 Q4,D.EGWWS,"28Water Supply, Sewerage and Drainage Services",32.5,"Electricity,Gas"
